Volcano name,Volcano number,Volcano country,Volcano region,Volcano type,Latitude,Longitude,Summit elevation,VEI,Start date,Currently erupting (Y/N),Eruption status
Abu,283001,Japan,Honshu,Shield(s),34.5°N,131.6°E,641,,-6850,0,Confirmed
Acamarachi,355096,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano,23.292°S,67.618°W,6023,,,0,
Acatenango,342080,Guatemala,Guatemala,Stratovolcano(es),14.501°N,90.876°W,3976,1,1972,0,Confirmed
Acatenango,342080,Guatemala,Guatemala,Stratovolcano(es),14.501°N,90.876°W,3976,2,1926,0,Confirmed
Acatenango,342080,Guatemala,Guatemala,Stratovolcano(es),14.501°N,90.876°W,3976,3,1924,0,Confirmed
Acatenango,342080,Guatemala,Guatemala,Stratovolcano(es),14.501°N,90.876°W,3976,,1450,0,Confirmed
Acatenango,342080,Guatemala,Guatemala,Stratovolcano(es),14.501°N,90.876°W,3976,,90,0,Confirmed
Acatenango,342080,Guatemala,Guatemala,Stratovolcano(es),14.501°N,90.876°W,3976,,-260,0,Confirmed
Acatenango,342080,Guatemala,Guatemala,Stratovolcano(es),14.501°N,90.876°W,3976,,-370,0,Confirmed
Acatenango,342080,Guatemala,Guatemala,Stratovolcano(es),14.501°N,90.876°W,3976,,-2710,0,Confirmed
Acigol-Nevsehir,213004,Turkey,Turkey,Caldera,38.537°N,34.621°E,1683,,-2080,0,Confirmed
Acigol-Nevsehir,213004,Turkey,Turkey,Caldera,38.537°N,34.621°E,1683,,-2370,0,Confirmed
Acigol-Nevsehir,213004,Turkey,Turkey,Caldera,38.537°N,34.621°E,1683,,-3500,0,Confirmed
Acigol-Nevsehir,213004,Turkey,Turkey,Caldera,38.537°N,34.621°E,1683,,-6230,0,Confirmed
Acigol-Nevsehir,213004,Turkey,Turkey,Caldera,38.537°N,34.621°E,1683,,-7810,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,2,950,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,2,200,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,2,-300,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,2,-400,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,2,-550,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,1,-1850,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,2,-2650,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,1,-2950,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,2,-3250,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,2,-3550,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,1,-3800,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,2,-4050,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,2,-4550,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,2,-5150,0,Confirmed
Adams,321040,United States,USA (Washington),Stratovolcano,46.206°N,121.49°W,3742,2,-7050,0,Confirmed
Adams Seamount,333050,Undersea Features,Pacific Ocean (central),Submarine,25.37°S,129.27°W,-39,0,-50,0,Confirmed
Adams Seamount,333050,Undersea Features,Pacific Ocean (central),Submarine,25.37°S,129.27°W,-39,0,-1050,0,Confirmed
Adams Seamount,333050,Undersea Features,Pacific Ocean (central),Submarine,25.37°S,129.27°W,-39,0,-4050,0,Confirmed
Adams Seamount,333050,Undersea Features,Pacific Ocean (central),Submarine,25.37°S,129.27°W,-39,0,-5050,0,Confirmed
Adatarayama,283170,Japan,Honshu,Stratovolcano(es),37.647°N,140.281°E,1728,1,1996,0,Confirmed
Adatarayama,283170,Japan,Honshu,Stratovolcano(es),37.647°N,140.281°E,1728,2,1900,0,Confirmed
Adatarayama,283170,Japan,Honshu,Stratovolcano(es),37.647°N,140.281°E,1728,2,1899,0,Confirmed
Adatarayama,283170,Japan,Honshu,Stratovolcano(es),37.647°N,140.281°E,1728,,1813,0,Uncertain
Adatarayama,283170,Japan,Honshu,Stratovolcano(es),37.647°N,140.281°E,1728,,950,0,Confirmed
Adatarayama,283170,Japan,Honshu,Stratovolcano(es),37.647°N,140.281°E,1728,,-50,0,Confirmed
Adatarayama,283170,Japan,Honshu,Stratovolcano(es),37.647°N,140.281°E,1728,3,-590,0,Confirmed
Adatarayama,283170,Japan,Honshu,Stratovolcano(es),37.647°N,140.281°E,1728,,-1550,0,Confirmed
Adatarayama,283170,Japan,Honshu,Stratovolcano(es),37.647°N,140.281°E,1728,3,-2600,0,Confirmed
Adatarayama,283170,Japan,Honshu,Stratovolcano(es),37.647°N,140.281°E,1728,3,-4300,0,Confirmed
Adatarayama,283170,Japan,Honshu,Stratovolcano(es),37.647°N,140.281°E,1728,3,-6150,0,Confirmed
Adatarayama,283170,Japan,Honshu,Stratovolcano(es),37.647°N,140.281°E,1728,3,-6650,0,Confirmed
Adatarayama,283170,Japan,Honshu,Stratovolcano(es),37.647°N,140.281°E,1728,3,-8050,0,Confirmed
Adwa,221170,Ethiopia,Africa (northeastern) and Red Sea,Stratovolcano,10.063°N,40.831°E,1670,,1928,0,Uncertain
Adwa,221170,Ethiopia,Africa (northeastern) and Red Sea,Stratovolcano,10.063°N,40.831°E,1670,,1828,0,Uncertain
Afdera,221110,Ethiopia,Africa (northeastern) and Red Sea,Stratovolcano,13.088°N,40.853°E,1250,,,0,
Agrigan,284160,United States,"Izu, Volcano, and Mariana Islands",Stratovolcano,18.77°N,145.67°E,965,4,1917,0,Confirmed
Agua,342100,Guatemala,Guatemala,Stratovolcano,14.465°N,90.743°W,3760,,,0,Discredited
Agua de Pau,382090,Portugal,Azores,Stratovolcano,37.77°N,25.47°W,947,2,1564,0,Confirmed
Agua de Pau,382090,Portugal,Azores,Stratovolcano,37.77°N,25.47°W,947,5,1563,0,Confirmed
Agua de Pau,382090,Portugal,Azores,Stratovolcano,37.77°N,25.47°W,947,,700,0,Confirmed
Agua de Pau,382090,Portugal,Azores,Stratovolcano,37.77°N,25.47°W,947,,160,0,Confirmed
Agua de Pau,382090,Portugal,Azores,Stratovolcano,37.77°N,25.47°W,947,4,-1290,0,Confirmed
Agua de Pau,382090,Portugal,Azores,Stratovolcano,37.77°N,25.47°W,947,3,-1850,0,Confirmed
Agua de Pau,382090,Portugal,Azores,Stratovolcano,37.77°N,25.47°W,947,,-2210,0,Confirmed
Agua de Pau,382090,Portugal,Azores,Stratovolcano,37.77°N,25.47°W,947,5,-2990,0,Confirmed
Agua de Pau,382090,Portugal,Azores,Stratovolcano,37.77°N,25.47°W,947,,-4550,0,Confirmed
Agua de Pau,382090,Portugal,Azores,Stratovolcano,37.77°N,25.47°W,947,,-6750,0,Confirmed
Aguilera,358062,Chile,Southern Chile and Argentina,Stratovolcano,50.33°S,73.75°W,2546,5,-1250,0,Confirmed
Aguilera,358062,Chile,Southern Chile and Argentina,Stratovolcano,50.33°S,73.75°W,2546,,-2610,0,Confirmed
Agung,264020,Indonesia,Lesser Sunda Islands,Stratovolcano,8.343°S,115.508°E,2997,3,2017,0,Confirmed
Agung,264020,Indonesia,Lesser Sunda Islands,Stratovolcano,8.343°S,115.508°E,2997,5,1963,0,Confirmed
Agung,264020,Indonesia,Lesser Sunda Islands,Stratovolcano,8.343°S,115.508°E,2997,5,1843,0,Confirmed
Agung,264020,Indonesia,Lesser Sunda Islands,Stratovolcano,8.343°S,115.508°E,2997,,1821,0,Uncertain
Agung,264020,Indonesia,Lesser Sunda Islands,Stratovolcano,8.343°S,115.508°E,2997,2,1808,0,Confirmed
Ahyi,284141,United States,"Izu, Volcano, and Mariana Islands",Submarine,20.42°N,145.03°E,-75,,2022,0,Confirmed
Ahyi,284141,United States,"Izu, Volcano, and Mariana Islands",Submarine,20.42°N,145.03°E,-75,0,2014,0,Confirmed
Ahyi,284141,United States,"Izu, Volcano, and Mariana Islands",Submarine,20.42°N,145.03°E,-75,0,2001,0,Confirmed
Ahyi,284141,United States,"Izu, Volcano, and Mariana Islands",Submarine,20.42°N,145.03°E,-75,,1979,0,Uncertain
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,1,2017,1,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,3,1955,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,1954,0,Uncertain
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,1,1950,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,1,1948,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1946,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,1,1942,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1941,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1940,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1939,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1938,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,1,1935,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,4,1914,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,1899,0,Uncertain
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,1,1860,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1799,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1797,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1794,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,1792,0,Uncertain
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1791,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1790,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1785,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,3,1783,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1782,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,4,1779,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,,0,Discredited
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1756,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1749,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1742,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1706,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1678,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,1670,0,Uncertain
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1642,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1478,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,5,1471,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,2,1468,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,0,778,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,3,766,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,4,764,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,3,716,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,712,0,Uncertain
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,3,708,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,-650,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,-1050,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,-2050,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,4,-2900,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,4,-3050,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,-4800,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,-5400,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,-5950,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,5,-6050,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,-6350,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,,-7750,0,Confirmed
Aira,282080,Japan,Ryukyu Islands and Kyushu,Caldera,31.593°N,130.657°E,1117,6,-8050,0,Confirmed
Akademia Nauk,300125,Russia,Kamchatka Peninsula,Stratovolcano(es),53.98°N,159.45°E,1180,3,1996,0,Confirmed
Akademia Nauk,300125,Russia,Kamchatka Peninsula,Stratovolcano(es),53.98°N,159.45°E,1180,,-950,0,Confirmed
Akademia Nauk,300125,Russia,Kamchatka Peninsula,Stratovolcano(es),53.98°N,159.45°E,1180,,-3850,0,Confirmed
Akademia Nauk,300125,Russia,Kamchatka Peninsula,Stratovolcano(es),53.98°N,159.45°E,1180,3,-5500,0,Confirmed
Akagisan,283130,Japan,Honshu,Stratovolcano,36.56°N,139.193°E,1828,,1938,0,Uncertain
Akagisan,283130,Japan,Honshu,Stratovolcano,36.56°N,139.193°E,1828,,1251,0,Uncertain
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,2008,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,2006,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1998,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1996,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1988,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1984,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1966,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1965,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1964,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1962,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1960,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1959,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1958,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1957,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1956,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1955,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1954,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,1951,0,Uncertain
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,1927,0,Uncertain
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,1808,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,1,1780,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,1600,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,1550,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,1250,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,950,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,600,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,250,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,100,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,4,-50,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,-300,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,-550,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,-800,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,-2050,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,-3050,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,3,-3550,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,,-4550,0,Confirmed
Akan,285070,Japan,Hokkaido,Caldera,43.384°N,144.013°E,1499,4,-7050,0,Confirmed
Akandanayama,283069,Japan,Honshu,Stratovolcano,36.2°N,137.573°E,2109,,,0,
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,2,1970,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,2,1932,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,1,1902,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,2,1890,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,2,1100,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,3,807,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,,400,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,2,-50,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,,-200,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,3,-350,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,,-1450,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,3,-5950,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,,-6150,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,3,-6350,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,,-7100,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,4,-7850,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,4,-8300,0,Confirmed
Akita-Komagatake,283230,Japan,Honshu,Stratovolcano(es),39.761°N,140.799°E,1637,3,-8800,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,1,1997,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,1,1997,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,1,1957,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,1,1951,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,1,1950,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,1,1949,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,1,1948,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,2,1929,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,2,1890,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,2,1887,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,,1867,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,2,1678,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,,1390,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,,807,0,Uncertain
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,,570,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,,-1250,0,Confirmed
Akita-Yakeyama,283260,Japan,Honshu,Stratovolcano,39.964°N,140.757°E,1366,,-3050,0,Confirmed
Akusekijima,282022,Japan,Ryukyu Islands and Kyushu,Stratovolcano(es),29.465°N,129.594°E,555,,,0,
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,1,1992,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1992,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1991,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1990,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1990,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1989,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1988,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1987,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1986,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1982,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1980,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1978,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1976,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1974,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1973,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,1972,0,Uncertain
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1962,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1953,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1951,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1948,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1946,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1931,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1929,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1927,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,1912,0,Uncertain
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1911,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,0,1908,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,1907,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,1896,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1895,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,1,1892,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,0,1887,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1883,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,1867,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,1865,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,1862,0,Uncertain
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,1852,0,Confirmed
