Volcano name,Volcano number,Volcano country,Volcano region,Volcano type,Latitude,Longitude,Summit elevation,VEI,Start date,Currently erupting (Y/N),Eruption status
Kussharo,285080,Japan,Hokkaido,Caldera,43.615°N,144.427°E,574,,-1550,0,Confirmed
Kussharo,285080,Japan,Hokkaido,Caldera,43.615°N,144.427°E,574,,-3550,0,Confirmed
Kussharo,285080,Japan,Hokkaido,Caldera,43.615°N,144.427°E,574,,-5800,0,Confirmed
Kuttara,285034,Japan,Hokkaido,Stratovolcano(es),42.491°N,141.16°E,549,1,1820,0,Confirmed
Kuttara,285034,Japan,Hokkaido,Stratovolcano(es),42.491°N,141.16°E,549,,200,0,Confirmed
Kuttara,285034,Japan,Hokkaido,Stratovolcano(es),42.491°N,141.16°E,549,,-8050,0,Confirmed
Kutum Volcanic Field,225040,Sudan,Africa (northern),Volcanic field,14.57°N,25.85°E,1779,,,0,
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,,1980,0,Uncertain
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,,1979,0,Uncertain
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,,1977,0,Uncertain
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,0,1974,0,Confirmed
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,,1973,0,Uncertain
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,,1972,0,Uncertain
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,2,1971,0,Confirmed
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,,1970,0,Uncertain
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,2,1959,0,Confirmed
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,2,1958,0,Confirmed
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,1,1953,0,Confirmed
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,1,1952,0,Confirmed
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,3,1949,0,Confirmed
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,3,1949,0,Confirmed
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,2,1948,0,Confirmed
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,2,1923,0,Confirmed
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,1,1897,0,Confirmed
Kuwae,257070,Vanuatu,Vanuatu,Caldera,16.829°S,168.536°E,-2,,1430,0,Confirmed
Kverkfjoll,373050,Iceland,Iceland (northeastern),Stratovolcano,64.653°N,16.647°W,1930,0,1968,0,Confirmed
Kverkfjoll,373050,Iceland,Iceland (northeastern),Stratovolcano,64.653°N,16.647°W,1930,,1959,0,Confirmed
Kverkfjoll,373050,Iceland,Iceland (northeastern),Stratovolcano,64.653°N,16.647°W,1930,1,1929,0,Confirmed
Kverkfjoll,373050,Iceland,Iceland (northeastern),Stratovolcano,64.653°N,16.647°W,1930,1,1729,0,Confirmed
Kverkfjoll,373050,Iceland,Iceland (northeastern),Stratovolcano,64.653°N,16.647°W,1930,1,1729,0,Confirmed
Kverkfjoll,373050,Iceland,Iceland (northeastern),Stratovolcano,64.653°N,16.647°W,1930,0,1655,0,Confirmed
Kverkfjoll,373050,Iceland,Iceland (northeastern),Stratovolcano,64.653°N,16.647°W,1930,,-5000,0,Confirmed
Kverkfjoll,373050,Iceland,Iceland (northeastern),Stratovolcano,64.653°N,16.647°W,1930,,-7050,0,Confirmed
Kyatwa,223002,Uganda,Africa (central),Volcanic field,0.45°N,30.25°E,1430,,,0,
Kyejo,222170,Tanzania,Africa (eastern),Stratovolcano,9.229°S,33.792°E,2176,2,1800,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,3,2021,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,2,1971,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,2,1949,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,2,1712,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,2,1677,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,2,1646,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,2,1585,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,2,1481,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,,900,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,,-360,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,,-1320,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,,-4050,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,,-4900,0,Confirmed
La Palma,383010,Spain,Canary Islands,Stratovolcano(es),28.57°N,17.83°W,2426,,-6050,0,Confirmed
Laguna Caldera,273080,Philippines,Luzon,Caldera,14.42°N,121.27°E,743,,,0,
"Lajas, Las",344133,Nicaragua,Nicaragua,Shield,12.3°N,85.73°W,926,,,0,
Lamington,253010,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,Stratovolcano,8.95°S,148.15°E,1680,4,1951,0,Confirmed
Lamington,253010,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,Stratovolcano,8.95°S,148.15°E,1680,,-4850,0,Confirmed
Lamington,253010,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,Stratovolcano,8.95°S,148.15°E,1680,,-5980,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,,1953,0,Uncertain
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1898,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1896,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1893,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1891,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1890,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1890,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1889,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1888,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1887,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1887,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1885,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1884,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1883,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,3,1877,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1874,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1872,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1870,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1870,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1869,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1869,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1864,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1861,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1859,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1856,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1849,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1847,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1847,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1843,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1841,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1838,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1838,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1830,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1829,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1826,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1824,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1821,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1818,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1817,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1808,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1806,0,Confirmed
Lamongan,263320,Indonesia,Java,Stratovolcano,7.981°S,113.341°E,1641,2,1799,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,2015,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,,2013,0,Uncertain
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,1,2012,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,,2012,0,Uncertain
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,,2011,0,Uncertain
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,2009,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,2006,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,2005,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,2004,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,2004,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,2002,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,3,1973,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1971,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1970,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1969,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1967,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1964,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1962,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1960,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1958,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1956,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1955,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1955,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,3,1954,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,,1942,0,Uncertain
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1907,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1900,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,0,1890,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1884,0,Confirmed
Langila,252010,Papua New Guinea,New Britain,Complex,5.525°S,148.42°E,1330,2,1878,0,Confirmed
Lanin,357122,Chile - Argentina,Central Chile and Argentina,Stratovolcano,39.637°S,71.502°W,3776,,560,0,Confirmed
Lanin,357122,Chile - Argentina,Central Chile and Argentina,Stratovolcano,39.637°S,71.502°W,3776,,400,0,Confirmed
Lanin,357122,Chile - Argentina,Central Chile and Argentina,Stratovolcano,39.637°S,71.502°W,3776,0,90,0,Confirmed
Lanin,357122,Chile - Argentina,Central Chile and Argentina,Stratovolcano,39.637°S,71.502°W,3776,,-80,0,Confirmed
Lanin,357122,Chile - Argentina,Central Chile and Argentina,Stratovolcano,39.637°S,71.502°W,3776,,-220,0,Confirmed
Lanin,357122,Chile - Argentina,Central Chile and Argentina,Stratovolcano,39.637°S,71.502°W,3776,,-590,0,Confirmed
Lanin,357122,Chile - Argentina,Central Chile and Argentina,Stratovolcano,39.637°S,71.502°W,3776,,-6340,0,Confirmed
Lanin,357122,Chile - Argentina,Central Chile and Argentina,Stratovolcano,39.637°S,71.502°W,3776,,-9240,0,Confirmed
Lanzarote,383060,Spain,Canary Islands,Fissure vent(s),29.03°N,13.63°W,670,2,1824,0,Confirmed
Lanzarote,383060,Spain,Canary Islands,Fissure vent(s),29.03°N,13.63°W,670,3,1730,0,Confirmed
Lanzarote,383060,Spain,Canary Islands,Fissure vent(s),29.03°N,13.63°W,670,,700,0,Confirmed
Lanzarote,383060,Spain,Canary Islands,Fissure vent(s),29.03°N,13.63°W,670,,500,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,,2022,1,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,2015,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,1,2013,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,3,2006,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,3,2005,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,,2003,0,Uncertain
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,2002,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,,2001,0,Uncertain
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,2000,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1996,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1994,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1994,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1993,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,4,1993,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1991,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,1,1990,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,3,1987,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,3,1986,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,0,1984,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,,1974,0,Uncertain
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,,1972,0,Uncertain
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,1,1969,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1959,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1954,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1951,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1940,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1933,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1902,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1898,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1883,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1875,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1858,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,1,1854,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,,1853,0,Uncertain
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,2,1848,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,0,-5150,0,Confirmed
Lascar,355100,Chile,"Northern Chile, Bolivia and Argentina",Stratovolcano(es),23.37°S,67.73°W,5592,,-7250,0,Confirmed
Lassen Volcanic Center,323080,United States,USA (California),Stratovolcano,40.492°N,121.508°W,3187,3,1914,0,Confirmed
Lassen Volcanic Center,323080,United States,USA (California),Stratovolcano,40.492°N,121.508°W,3187,,,0,Discredited
Lassen Volcanic Center,323080,United States,USA (California),Stratovolcano,40.492°N,121.508°W,3187,3,1666,0,Confirmed
Lassen Volcanic Center,323080,United States,USA (California),Stratovolcano,40.492°N,121.508°W,3187,,1650,0,Uncertain
Lassen Volcanic Center,323080,United States,USA (California),Stratovolcano,40.492°N,121.508°W,3187,,980,0,Confirmed
Lassen Volcanic Center,323080,United States,USA (California),Stratovolcano,40.492°N,121.508°W,3187,,880,0,Confirmed
Lassen Volcanic Center,323080,United States,USA (California),Stratovolcano,40.492°N,121.508°W,3187,,800,0,Confirmed
Lastarria,355120,Chile - Argentina,"Northern Chile, Bolivia and Argentina",Stratovolcano,25.168°S,68.507°W,5706,,,0,
Late,243090,Tonga,Tonga Islands,Stratovolcano,18.806°S,174.65°W,540,2,1854,0,Confirmed
Late,243090,Tonga,Tonga Islands,Stratovolcano,18.806°S,174.65°W,540,2,1790,0,Confirmed
Lateiki,243070,Tonga,Tonga Islands,Submarine,19.18°S,174.87°W,43,1,2019,0,Confirmed
Lateiki,243070,Tonga,Tonga Islands,Submarine,19.18°S,174.87°W,43,2,1995,0,Confirmed
Lateiki,243070,Tonga,Tonga Islands,Submarine,19.18°S,174.87°W,43,0,1991,0,Confirmed
Lateiki,243070,Tonga,Tonga Islands,Submarine,19.18°S,174.87°W,43,2,1979,0,Confirmed
Lateiki,243070,Tonga,Tonga Islands,Submarine,19.18°S,174.87°W,43,2,1967,0,Confirmed
Lateiki,243070,Tonga,Tonga Islands,Submarine,19.18°S,174.87°W,43,,1894,0,Uncertain
Lateiki,243070,Tonga,Tonga Islands,Submarine,19.18°S,174.87°W,43,2,1886,0,Confirmed
Lateiki,243070,Tonga,Tonga Islands,Submarine,19.18°S,174.87°W,43,2,1878,0,Confirmed
Lateiki,243070,Tonga,Tonga Islands,Submarine,19.18°S,174.87°W,43,2,1858,0,Confirmed
Lateiki,243070,Tonga,Tonga Islands,Submarine,19.18°S,174.87°W,43,,1852,0,Uncertain
Lateiki,243070,Tonga,Tonga Islands,Submarine,19.18°S,174.87°W,43,0,1851,0,Confirmed
Lateiki,243070,Tonga,Tonga Islands,Submarine,19.18°S,174.87°W,43,2,1781,0,Confirmed
Lautaro,358060,Chile,Southern Chile and Argentina,Stratovolcano,49.019°S,73.504°W,3542,2,1979,0,Confirmed
Lautaro,358060,Chile,Southern Chile and Argentina,Stratovolcano,49.019°S,73.504°W,3542,1,1978,0,Confirmed
Lautaro,358060,Chile,Southern Chile and Argentina,Stratovolcano,49.019°S,73.504°W,3542,1,1972,0,Confirmed
Lautaro,358060,Chile,Southern Chile and Argentina,Stratovolcano,49.019°S,73.504°W,3542,2,1961,0,Confirmed
Lautaro,358060,Chile,Southern Chile and Argentina,Stratovolcano,49.019°S,73.504°W,3542,2,1959,0,Confirmed
Lautaro,358060,Chile,Southern Chile and Argentina,Stratovolcano,49.019°S,73.504°W,3542,1,1945,0,Confirmed
Lautaro,358060,Chile,Southern Chile and Argentina,Stratovolcano,49.019°S,73.504°W,3542,2,1933,0,Confirmed
Lautaro,358060,Chile,Southern Chile and Argentina,Stratovolcano,49.019°S,73.504°W,3542,,1879,0,Confirmed
Lautaro,358060,Chile,Southern Chile and Argentina,Stratovolcano,49.019°S,73.504°W,3542,,1878,0,Uncertain
Lautaro,358060,Chile,Southern Chile and Argentina,Stratovolcano,49.019°S,73.504°W,3542,2,1876,0,Confirmed
Lawu,263260,Indonesia,Java,Stratovolcano,7.625°S,111.192°E,3265,1,1885,0,Confirmed
Lawu,263260,Indonesia,Java,Stratovolcano,7.625°S,111.192°E,3265,,,0,Discredited
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,0,2017,1,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,0,2016,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,0,2015,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,0,2011,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,3,2007,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,1,1994,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,2,1983,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,,,0,Discredited
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,,1969,0,Uncertain
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,3,1967,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,3,1960,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,1,1958,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,2,1955,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,2,1954,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,3,1940,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,2,1926,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,2,1921,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,3,1916,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,0,1914,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,0,1913,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,0,1907,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,0,1904,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,,,0,Discredited
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,2,1882,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,2,1880,0,Confirmed
"Lengai, Ol Doinyo",222120,Tanzania,Africa (eastern),Stratovolcano,2.764°S,35.914°E,2962,,1350,0,Confirmed
