Volcano name,Volcano number,Volcano country,Volcano region,Volcano type,Summit elevation,VEI,Start date,Currently erupting (Y/N),Latitude:,Longitude:
Acatenango,507,Guatemala,Guatemala,14,3976,1,1972,0,14.501,-90.876
Acatenango,507,Guatemala,Guatemala,14,3976,2,1926,0,14.501,-90.876
Acatenango,507,Guatemala,Guatemala,14,3976,3,1924,0,14.501,-90.876
Adams,442,United States,Washington,14,3742,2,950,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,2,200,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,2,-300,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,2,-400,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,2,-550,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,1,-1850,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,2,-2650,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,1,-2950,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,2,-3250,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,2,-3550,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,1,-3800,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,2,-4050,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,2,-4550,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,2,-5150,0,46.206,-121.49
Adams,442,United States,Washington,14,3742,2,-7050,0,46.206,-121.49
Adams Seamount,480,Undersea Features,Pacific Ocean central,16,-39,0,-50,0,-25.37,-129.27
Adams Seamount,480,Undersea Features,Pacific Ocean central,16,-39,0,-1050,0,-25.37,-129.27
Adams Seamount,480,Undersea Features,Pacific Ocean central,16,-39,0,-4050,0,-25.37,-129.27
Adams Seamount,480,Undersea Features,Pacific Ocean central,16,-39,0,-5050,0,-25.37,-129.27
Adatarayama,260,Japan,Honshu,14,1728,1,1996,0,37.647,140.281
Adatarayama,260,Japan,Honshu,14,1728,2,1900,0,37.647,140.281
Adatarayama,260,Japan,Honshu,14,1728,2,1899,0,37.647,140.281
Adatarayama,260,Japan,Honshu,14,1728,3,-590,0,37.647,140.281
Adatarayama,260,Japan,Honshu,14,1728,3,-2600,0,37.647,140.281
Adatarayama,260,Japan,Honshu,14,1728,3,-4300,0,37.647,140.281
Adatarayama,260,Japan,Honshu,14,1728,3,-6150,0,37.647,140.281
Adatarayama,260,Japan,Honshu,14,1728,3,-6650,0,37.647,140.281
Adatarayama,260,Japan,Honshu,14,1728,3,-8050,0,37.647,140.281
Agrigan,295,United States,Izu Volcano and Mariana Islands,14,965,4,1917,0,18.77,145.67
Agua de Pau,664,Portugal,Azores,14,947,2,1564,0,37.77,-25.47
Agua de Pau,664,Portugal,Azores,14,947,5,1563,0,37.77,-25.47
Agua de Pau,664,Portugal,Azores,14,947,4,-1290,0,37.77,-25.47
Agua de Pau,664,Portugal,Azores,14,947,3,-1850,0,37.77,-25.47
Agua de Pau,664,Portugal,Azores,14,947,5,-2990,0,37.77,-25.47
Aguilera,614,Chile,Southern Chile and Argentina,14,2546,5,-1250,0,-50.33,-73.75
Agung,168,Indonesia,Lesser Sunda Islands,14,2997,3,2017,0,-8.343,115.508
Agung,168,Indonesia,Lesser Sunda Islands,14,2997,5,1963,0,-8.343,115.508
Agung,168,Indonesia,Lesser Sunda Islands,14,2997,5,1843,0,-8.343,115.508
Agung,168,Indonesia,Lesser Sunda Islands,14,2997,2,1808,0,-8.343,115.508
Ahyi,292,United States,Izu Volcano and Mariana Islands,16,-75,0,2014,0,20.42,145.03
Ahyi,292,United States,Izu Volcano and Mariana Islands,16,-75,0,2001,0,20.42,145.03
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,1,2017,1,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,3,1955,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,1,1950,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,1,1948,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1946,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,1,1942,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1941,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1940,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1939,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1938,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,1,1935,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,4,1914,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,1,1860,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1799,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1797,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1794,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1791,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1790,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1785,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,3,1783,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1782,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,4,1779,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1756,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1749,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1742,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1706,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1678,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1642,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1478,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,5,1471,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,2,1468,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,0,778,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,3,766,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,4,764,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,3,716,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,3,708,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,4,-2900,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,4,-3050,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,5,-6050,0,31.593,130.657
Aira,233,Japan,Ryukyu Islands and Kyushu,1,1117,6,-8050,0,31.593,130.657
Akademia Nauk,365,Russia,Kamchatka Peninsula,14,1180,3,1996,0,53.98,159.45
Akademia Nauk,365,Russia,Kamchatka Peninsula,14,1180,3,-5500,0,53.98,159.45
Akan,312,Japan,Hokkaido,1,1499,1,2008,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,2006,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1998,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1996,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1988,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1984,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1966,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1965,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1964,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1962,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1960,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1959,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1958,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1957,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1956,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1955,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1954,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,1,1780,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,4,-50,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,3,-3550,0,43.384,144.013
Akan,312,Japan,Hokkaido,1,1499,4,-7050,0,43.384,144.013
Akita-Komagatake,266,Japan,Honshu,14,1637,2,1970,0,39.761,140.799
Akita-Komagatake,266,Japan,Honshu,14,1637,2,1932,0,39.761,140.799
Akita-Komagatake,266,Japan,Honshu,14,1637,1,1902,0,39.761,140.799
Akita-Komagatake,266,Japan,Honshu,14,1637,2,1890,0,39.761,140.799
Akita-Komagatake,266,Japan,Honshu,14,1637,2,1100,0,39.761,140.799
Akita-Komagatake,266,Japan,Honshu,14,1637,3,807,0,39.761,140.799
Akita-Komagatake,266,Japan,Honshu,14,1637,2,-50,0,39.761,140.799
Akita-Komagatake,266,Japan,Honshu,14,1637,3,-350,0,39.761,140.799
Akita-Komagatake,266,Japan,Honshu,14,1637,3,-5950,0,39.761,140.799
Akita-Komagatake,266,Japan,Honshu,14,1637,3,-6350,0,39.761,140.799
Akita-Komagatake,266,Japan,Honshu,14,1637,4,-7850,0,39.761,140.799
Akita-Komagatake,266,Japan,Honshu,14,1637,4,-8300,0,39.761,140.799
Akita-Komagatake,266,Japan,Honshu,14,1637,3,-8800,0,39.761,140.799
Akita-Yakeyama,268,Japan,Honshu,14,1366,1,1997,0,39.964,140.757
Akita-Yakeyama,268,Japan,Honshu,14,1366,1,1957,0,39.964,140.757
Akita-Yakeyama,268,Japan,Honshu,14,1366,1,1951,0,39.964,140.757
Akita-Yakeyama,268,Japan,Honshu,14,1366,1,1950,0,39.964,140.757
Akita-Yakeyama,268,Japan,Honshu,14,1366,1,1949,0,39.964,140.757
Akita-Yakeyama,268,Japan,Honshu,14,1366,1,1948,0,39.964,140.757
Akita-Yakeyama,268,Japan,Honshu,14,1366,2,1929,0,39.964,140.757
Akita-Yakeyama,268,Japan,Honshu,14,1366,2,1890,0,39.964,140.757
Akita-Yakeyama,268,Japan,Honshu,14,1366,2,1887,0,39.964,140.757
Akita-Yakeyama,268,Japan,Honshu,14,1366,2,1678,0,39.964,140.757
Akutan,408,United States,Aleutian Islands,14,1303,1,1992,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1992,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1991,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1990,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1989,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1988,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1987,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1986,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1982,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1980,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1978,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1976,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1974,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1973,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1962,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1953,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1951,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1948,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1946,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1931,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1929,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1927,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1911,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,0,1908,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1895,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,1,1892,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,0,1887,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1883,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,2,1848,0,54.134,-165.986
Akutan,408,United States,Aleutian Islands,14,1303,5,340,0,54.134,-165.986
Alaid,346,Russia,Kuril Islands,14,2285,1,2018,0,50.861,155.565
Alaid,346,Russia,Kuril Islands,14,2285,2,2015,0,50.861,155.565
Alaid,346,Russia,Kuril Islands,14,2285,2,2012,0,50.861,155.565
Alaid,346,Russia,Kuril Islands,14,2285,2,1996,0,50.861,155.565
Alaid,346,Russia,Kuril Islands,14,2285,2,1986,0,50.861,155.565
Alaid,346,Russia,Kuril Islands,14,2285,2,1982,0,50.861,155.565
Alaid,346,Russia,Kuril Islands,14,2285,2,1981,0,50.861,155.565
Alaid,346,Russia,Kuril Islands,14,2285,4,1981,0,50.861,155.565
Alaid,346,Russia,Kuril Islands,14,2285,3,1972,0,50.861,155.565
Alaid,346,Russia,Kuril Islands,14,2285,2,1933,0,50.861,155.565
Alaid,346,Russia,Kuril Islands,14,2285,2,1894,0,50.861,155.565
Alaid,346,Russia,Kuril Islands,14,2285,3,1860,0,50.861,155.565
Alaid,346,Russia,Kuril Islands,14,2285,3,1854,0,50.861,155.565
Alaid,346,Russia,Kuril Islands,14,2285,4,1790,0,50.861,155.565
Alamagan,297,United States,Izu Volcano and Mariana Islands,14,744,4,870,0,17.6,145.83
Alayta,22,Ethiopia,Africa northeastern and Red Sea,13,1496,2,1915,0,12.888,40.573
Alayta,22,Ethiopia,Africa northeastern and Red Sea,13,1496,2,1907,0,12.888,40.573
Alcedo,561,Ecuador,Galapagos Islands,13,1130,1,1993,0,-0.43,-91.12
Alcedo,561,Ecuador,Galapagos Islands,13,1130,0,1953,0,-0.43,-91.12
Almolonga,505,Guatemala,Guatemala,14,3173,2,1818,0,14.797,-91.519
Almolonga,505,Guatemala,Guatemala,14,3173,2,1765,0,14.797,-91.519
Almolonga,505,Guatemala,Guatemala,14,3173,3,800,0,14.797,-91.519
Alney-Chashakondzha,382,Russia,Kamchatka Peninsula,14,2570,3,-650,0,56.656,159.647
Alney-Chashakondzha,382,Russia,Kamchatka Peninsula,14,2570,3,-660,0,56.656,159.647
Alu-Dalafilla,18,Ethiopia,Africa northeastern and Red Sea,7,578,3,2008,0,13.793,40.553
Ambae,120,Vanuatu,Vanuatu,13,1496,1,2021,0,-15.389,167.835
Ambae,120,Vanuatu,Vanuatu,13,1496,3,2017,0,-15.389,167.835
Ambae,120,Vanuatu,Vanuatu,13,1496,1,2011,0,-15.389,167.835
Ambae,120,Vanuatu,Vanuatu,13,1496,2,2005,0,-15.389,167.835
Ambae,120,Vanuatu,Vanuatu,13,1496,2,1995,0,-15.389,167.835
Ambae,120,Vanuatu,Vanuatu,13,1496,2,1870,0,-15.389,167.835
Ambae,120,Vanuatu,Vanuatu,13,1496,2,1670,0,-15.389,167.835
Ambang,192,Indonesia,Sulawesi,2,1795,1,2005,0,0.75,124.42
Ambrym,121,Vanuatu,Vanuatu,12,1334,1,2022,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,2008,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,2006,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,1,1996,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,1,1994,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1990,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1989,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,3,1988,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1986,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1984,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1983,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1981,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,3,1980,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1979,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1977,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,3,1973,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,3,1972,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1971,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1967,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1964,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1963,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,3,1961,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,1,1960,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1959,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1958,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,1,1957,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1955,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1954,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1953,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1952,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,4,1950,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1942,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1938,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1937,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1935,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1929,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1915,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,3,1913,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,0,1910,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1909,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1908,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,1,1898,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,3,1894,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1888,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1886,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1884,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1883,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1871,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1863,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,2,1774,0,-16.25,168.12
Ambrym,121,Vanuatu,Vanuatu,12,1334,6,50,0,-16.25,168.12
Amukta,401,United States,Aleutian Islands,14,1066,1,1997,0,52.5,-171.252
Amukta,401,United States,Aleutian Islands,14,1066,1,1996,0,52.5,-171.252
Amukta,401,United States,Aleutian Islands,14,1066,1,1987,0,52.5,-171.252
Amukta,401,United States,Aleutian Islands,14,1066,3,1963,0,52.5,-171.252
Amukta,401,United States,Aleutian Islands,14,1066,3,1786,0,52.5,-171.252
Anatahan,300,United States,Izu Volcano and Mariana Islands,14,790,2,2007,0,16.35,145.67
Anatahan,300,United States,Izu Volcano and Mariana Islands,14,790,2,2006,0,16.35,145.67
Anatahan,300,United States,Izu Volcano and Mariana Islands,14,790,3,2004,0,16.35,145.67
Anatahan,300,United States,Izu Volcano and Mariana Islands,14,790,3,2003,0,16.35,145.67
Aniakchak,417,United States,Alaska Peninsula,1,1341,4,1931,0,56.88,-158.17
Aniakchak,417,United States,Alaska Peninsula,1,1341,4,1540,0,56.88,-158.17
Aniakchak,417,United States,Alaska Peninsula,1,1341,0,700,0,56.88,-158.17
Aniakchak,417,United States,Alaska Peninsula,1,1341,6,-1645,0,56.88,-158.17
Aniakchak,417,United States,Alaska Peninsula,1,1341,6,-6300,0,56.88,-158.17
Antillanca Volcanic Complex,603,Chile,Central Chile and Argentina,14,1979,5,-230,0,-40.783,-72.15
Antillanca Volcanic Complex,603,Chile,Central Chile and Argentina,14,1979,5,-960,0,-40.783,-72.15
Antisana,551,Ecuador,Ecuador,14,5753,2,1801,0,-0.481,-78.141
Antisana,551,Ecuador,Ecuador,14,5753,2,1748,0,-0.481,-78.141
Antuco,590,Chile,Central Chile and Argentina,14,2979,2,1869,0,-37.406,-71.349
Antuco,590,Chile,Central Chile and Argentina,14,2979,2,1863,0,-37.406,-71.349
Antuco,590,Chile,Central Chile and Argentina,14,2979,0,1861,0,-37.406,-71.349
Antuco,590,Chile,Central Chile and Argentina,14,2979,3,1852,0,-37.406,-71.349
Antuco,590,Chile,Central Chile and Argentina,14,2979,2,1845,0,-37.406,-71.349
Antuco,590,Chile,Central Chile and Argentina,14,2979,2,1828,0,-37.406,-71.349
Antuco,590,Chile,Central Chile and Argentina,14,2979,1,1820,0,-37.406,-71.349
Antuco,590,Chile,Central Chile and Argentina,14,2979,2,1806,0,-37.406,-71.349
Antuco,590,Chile,Central Chile and Argentina,14,2979,3,1752,0,-37.406,-71.349
Antuco,590,Chile,Central Chile and Argentina,14,2979,2,1750,0,-37.406,-71.349
Aogashima,278,Japan,Izu Volcano and Mariana Islands,14,423,3,1780,0,32.458,139.759
Aogashima,278,Japan,Izu Volcano and Mariana Islands,14,423,2,1670,0,32.458,139.759
Aogashima,278,Japan,Izu Volcano and Mariana Islands,14,423,3,1652,0,32.458,139.759
Aogashima,278,Japan,Izu Volcano and Mariana Islands,14,423,4,-600,0,32.458,139.759
Aogashima,278,Japan,Izu Volcano and Mariana Islands,14,423,2,-1800,0,32.458,139.759
Apagado,608,Chile,Southern Chile and Argentina,11,1210,4,-590,0,-41.88,-72.58
Apoyeque,521,Nicaragua,Nicaragua,12,518,6,-50,0,12.242,-86.342
Apoyeque,521,Nicaragua,Nicaragua,12,518,4,-1050,0,12.242,-86.342
Apoyeque,521,Nicaragua,Nicaragua,12,518,5,-2550,0,12.242,-86.342
Apoyeque,521,Nicaragua,Nicaragua,12,518,5,-4160,0,12.242,-86.342
Ararat,13,Turkey,Turkey,14,5165,3,1840,0,39.7,44.3
Ardoukoba,26,Djibouti,Africa northeastern and Red Sea,7,298,1,1978,0,11.58,42.47
Arenal,527,Costa Rica,Costa Rica,14,1670,3,1968,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,2,1922,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,0,1750,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,2,1440,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,1400,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,1030,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,1020,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,750,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,700,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,650,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,550,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,400,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,-170,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,-270,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,-380,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,0,-830,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,-1250,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,-1450,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,-1650,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,-2250,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,-2800,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,-3350,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,-3900,0,10.463,-84.703
Arenal,527,Costa Rica,Costa Rica,14,1670,4,-5060,0,10.463,-84.703
"Arhab, Harra of",50,Yemen,Middle East southern,19,3100,0,500,0,15.63,44.08
"Arhab, Harra of",50,Yemen,Middle East southern,19,3100,2,200,0,15.63,44.08
Arjuno-Welirang,161,Indonesia,Java,14,3343,0,1952,0,-7.733,112.575
Arjuno-Welirang,161,Indonesia,Java,14,3343,2,1950,0,-7.733,112.575
Asamayama,251,Japan,Honshu,2,2568,2,2019,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,1,2015,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,2,2009,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,1,2008,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,2,2004,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,1,2003,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,2,1990,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,2,1983,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,1,1982,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,2,1982,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,2,1973,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,2,1965,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,2,1961,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,2,1958,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,3,1953,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,2,1952,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,1,1950,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,2,1949,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,1,1947,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,2,1946,0,36.406,138.523
Asamayama,251,Japan,Honshu,2,2568,2,1944,0,36.406,138.523
